,name,brewery,style,abv,ibu,rating,raters,date,text
821,Citra Single Hop Pale Ale,https://untappd.com/HillFarmsteadBrewery,Pale Ale - American,5.2% ABV,65 IBU,(4.3),"9,453 Ratings",Added 12/01/10,"Single hop pale ale bittered, flavored and dry-hopped exclusively with Citra hops."
822,Earl,https://untappd.com/HillFarmsteadBrewery,Stout - Oatmeal,7.2% ABV,N/A IBU,(4.26),"9,685 Ratings",Added 12/10/10,"Earl (1911-1985) was our grandfather’s brother; Hill Farmstead Brewery rests upon the land that was once home to him and his 13 siblings. In his honor,… Read More"
823,Sumner,https://untappd.com/HillFarmsteadBrewery,Pale Ale - American,5.2% ABV,N/A IBU,(4.22),"9,932 Ratings",Added 04/08/16,"American Pale Ale brewed with Simcoe, Citra, and Mosaic hops."
824,Nordic Saison,https://untappd.com/HillFarmsteadBrewery,Saison / Farmhouse Ale,6% ABV,N/A IBU,(4.19),"9,394 Ratings",Added 07/03/14,"In May of 2014, our friend and mentor Anders Kissmeyer visited Hill Farmstead Brewery, along with our dear friend Will Meyers of Cambridge Brewing Co.,… Read More"
825,George,https://untappd.com/HillFarmsteadBrewery,Brown Ale - American,6% ABV,N/A IBU,(4.07),"9,376 Ratings",Added 04/28/13,"George was our grandfather’s brother, and Hill Farmstead Brewery rests upon the land that was once home to him and his 13 siblings. George is our American… Read More"
826,Clara,https://untappd.com/HillFarmsteadBrewery,Grisette,4% ABV,N/A IBU,(4.17),"8,572 Ratings",Added 07/28/11,"Clara (1906-1969) was our grandfather’s sister; Hill Farmstead Brewery rests upon the land that was once home to her and her 13 siblings. In her honor,… Read More"
827,Twilight of The Idols,https://untappd.com/HillFarmsteadBrewery,Porter - American,7.2% ABV,N/A IBU,(4.23),"8,061 Ratings",Added 12/04/10,"Twilight of the Idols is our Winter Porter. We brew Twilight each Autumn, with a touch of coffee, and age it on a blend of select vanilla beans. Originally… Read More"
828,What Is Enlightenment?,https://untappd.com/HillFarmsteadBrewery,Pale Ale - American,5.4% ABV,N/A IBU,(4.22),"7,298 Ratings",Added 04/27/12,American Pale Ale brewed in honor of our Second Anniversary. Simcoe and Amarillo hops.
829,Society & Solitude #8,https://untappd.com/HillFarmsteadBrewery,IPA - Imperial / Double,8% ABV,N/A IBU,(4.47),"7,869 Ratings",Added 07/13/16,"American Imperial Pale Ale hopped with Simcoe, Citra, and Mosaic hops."
830,Preparation - Loess Hills Farmhouse Series,https://untappd.com/MartoBrewing,American Wild Ale,8% ABV,N/A IBU,(4.4),190 Ratings,Added 02/15/16,
831,Brutal - Vanilla,https://untappd.com/MartoBrewing,Stout - American Imperial / Double,13.56% ABV,N/A IBU,(4.58),118 Ratings,Added 12/31/16,"Our bourbon barrel aged stout, Brutal, with a fist full of vanilla beans. A rich & thick vanilla treat."
832,Brutal - Maple,https://untappd.com/MartoBrewing,Stout - American Imperial / Double,13.56% ABV,N/A IBU,(4.46),66 Ratings,Added 01/14/17,
833,Brutal - X,https://untappd.com/MartoBrewing,Stout - American Imperial / Double,13.56% ABV,N/A IBU,(4.59),72 Ratings,Added 02/23/17,
834,Ticonic - Loess Hills Farmhouse Series (Raspberry Sour),https://untappd.com/MartoBrewing,American Wild Ale,6% ABV,N/A IBU,(4.25),61 Ratings,Added 04/13/15,Farmhouse sour fermented with our mix of yeast and bacteria. It was then aged on raspberries. Expect tart raspberries to dominate with aromas of fresh… Read More
835,Brutal,https://untappd.com/MartoBrewing,Stout - Imperial / Double,13.5% ABV,N/A IBU,(4.44),69 Ratings,Added 12/23/16,"Our base imperial stout, Metal Beard, aged in used Buffalo Trace bourbon barrels for a minimum of 6 months."
836,Pour Knights of Windsor,https://untappd.com/MartoBrewing,Stout - American Imperial / Double,10.5% ABV,N/A IBU,(4.38),54 Ratings,Added 06/17/17,Imperial breakfast stout with an incredible amount of cinnamon and maple goodness
837,Lost In Spacejuice,https://untappd.com/MartoBrewing,IPA - American,7.6% ABV,53 IBU,(4.25),51 Ratings,Added 06/17/17,"An intergalactic collision of Galaxy and Comet hops caused us to momentarily get lost in all the juicy citrus, grapefruit, and other fruity flavors, and… Read More"
838,Hop Trifecta,https://untappd.com/MartoBrewing,IPA - New England,6.8% ABV,N/A IBU,(4.37),56 Ratings,Added 06/16/18,
839,Albaton,https://untappd.com/MartoBrewing,American Wild Ale,6% ABV,N/A IBU,(4.26),45 Ratings,Added 06/16/18,Mixed fermentation sour with a ton of tropical fruit.
840,Rustic Saison,https://untappd.com/MartoBrewing,Saison / Farmhouse Ale,N/A ABV,N/A IBU,(3.42),38 Ratings,Added 07/18/15,An ever evolving farmhouse ale. Just like the historic saisons from Wallonia this beer changes from season to season and year to year. Grains and hops… Read More
841,Brutal - Coffee & Maple,https://untappd.com/MartoBrewing,Stout - Imperial / Double,13.56% ABV,N/A IBU,(4.34),36 Ratings,Added 01/14/17,Brutal brewed with maple syrup & locally roasted coffee.
842,SARGE - Rye Barrel Aged,https://untappd.com/MartoBrewing,Stout - Imperial / Double,12% ABV,N/A IBU,(4.31),36 Ratings,Added 06/04/16,"our imperial stout with maple syrup & espresso, Sarge, aged in a rye whisky barrel."
843,Metal Beard,https://untappd.com/MartoBrewing,Stout - Imperial / Double,10.5% ABV,N/A IBU,(3.92),37 Ratings,Added 04/04/15,"A big malt focused Imperial Stout full of rich cocoa, coffee, caramel, & toast."
844,El Brutal,https://untappd.com/MartoBrewing,Stout - American Imperial / Double,13.56% ABV,N/A IBU,(4.39),40 Ratings,Added 01/09/17,"El Brutal. It's Spanish for ""The Brutal."" Our bourbon barrel aged imperial stout with vanilla, cocoa nibs, cinnamon, & habanero peppers."
845,Raspberry & Aronia Sour,https://untappd.com/MartoBrewing,American Wild Ale,8% ABV,N/A IBU,(4.41),29 Ratings,Added 04/26/16,
846,Brutal V2 Vanilla,https://untappd.com/MartoBrewing,Stout - American Imperial / Double,12% ABV,N/A IBU,(4.68),41 Ratings,Added 06/16/18,Imperial stout aged in a Few Distillery Bourbon barrel for 366 days. Then we added a ton of vanilla beans.
847,Mighty Mo,https://untappd.com/MartoBrewing,IPA - American,N/A ABV,N/A IBU,(4.14),35 Ratings,Added 12/20/15,
848,Coconut - Cocoa Imperial Stout (Rye Barrel Aged),https://untappd.com/MartoBrewing,Stout - American Imperial / Double,12% ABV,N/A IBU,(4.3),30 Ratings,Added 07/06/16,Metal Beard aged in a rye whiskey barrel with coconut and cocoa nibs added.
849,Brutal - Vanilla & Hazelnut,https://untappd.com/MartoBrewing,Stout - American Imperial / Double,13.56% ABV,N/A IBU,(4.35),28 Ratings,Added 12/29/16,"Our base beer, Brutal, with vanilla beans and hazelnut added. After months of aging in bourbon barrels we fused Brutal with vanilla beans and hazelnuts… Read More"
850,Cassius King,https://untappd.com/MartoBrewing,Stout - Imperial / Double,10.5% ABV,N/A IBU,(4.68),33 Ratings,Added 11/30/17,Imperial stout brewing with cocoa & caramel. #cassiusking
851,Stoned Sour,https://untappd.com/MartoBrewing,Saison / Farmhouse Ale,8% ABV,N/A IBU,(3.96),29 Ratings,Added 05/02/15,"A farmhouse ale fermented with our house blend of saccharomyces, brettanomyces, & bacteria. The beer is then conditioned on a healthy portion of apricots. Read More"
852,Brutal - Coconut,https://untappd.com/MartoBrewing,Stout - American Imperial / Double,13.56% ABV,N/A IBU,(4.37),28 Ratings,Added 01/01/17,
853,Arcola,https://untappd.com/MartoBrewing,American Wild Ale,7% ABV,N/A IBU,(4.26),29 Ratings,Added 05/07/17,
854,Plush,https://untappd.com/MartoBrewing,Porter - English,6.7% ABV,N/A IBU,(3.88),26 Ratings,Added 07/20/15,"A malty English style porter brewed with all English malts, hops, and yeast. Expect a rich chocolate, coffee, caramel and toasty beer."
855,Cherry & Aronia Berry Sour,https://untappd.com/MartoBrewing,American Wild Ale,7% ABV,N/A IBU,(4.18),26 Ratings,Added 07/21/16,Our blonde ale with cherry & Aronia berries.
856,Hibiscus Ginger Sour,https://untappd.com/MartoBrewing,Sour - Ale,6% ABV,N/A IBU,(3.61),26 Ratings,Added 08/21/15,Loess Hills Farmhouse Series - An unblended golden base sour with hibiscus flowers and a touch of fresh ginger root. Currently a one off specially brewed… Read More
857,El Brutal V2,https://untappd.com/MartoBrewing,Stout - American Imperial / Double,12.5% ABV,N/A IBU,(4.68),25 Ratings,Added 06/23/18,"El Brutal. Spanish for.... ""The Brutal!!"" An imperial stout aged in a Few Distillery bourbon barrel for 366 days. Then we added Mexican vanilla, coco… Read More"
858,Dry Hopped Stoned Sour,https://untappd.com/MartoBrewing,American Wild Ale,6% ABV,N/A IBU,(3.96),13 Ratings,Added 04/05/16,
859,Tart Farmhouse Ale (w/ Peaches),https://untappd.com/MartoBrewing,Saison / Farmhouse Ale,N/A ABV,N/A IBU,(3.84),19 Ratings,Added 09/18/16,
860,Brutal V3-Coconut,https://untappd.com/MartoBrewing,Stout - Imperial / Double,14% ABV,N/A IBU,(4.9),24 Ratings,Added 12/14/18,"Batch 3 of our BA Stout, Brutal, aged in a rum barrel for over a year with toasted coconut"
861,Brutal V3,https://untappd.com/MartoBrewing,Stout - Russian Imperial,14% ABV,N/A IBU,(4.68),25 Ratings,Added 08/04/18,Non barrel base version.
862,Itty Bitty Mighty Mo,https://untappd.com/MartoBrewing,IPA - Session / India Session Ale,5% ABV,N/A IBU,(3.88),14 Ratings,Added 12/20/15,"The session of sessions, the dankest of dank, ""itty bitty mighty Mo"" is a session IPA loaded with mosaic hops. The aromatics coming out of the glass entice… Read More"
863,Swell Day - Loess Hills Farmhouse Series,https://untappd.com/MartoBrewing,Saison / Farmhouse Ale,6.5% ABV,N/A IBU,(3.5),12 Ratings,Added 03/16/15,Swell Day Saison is fermented with our house blend of yeast & bacteria. It was then ages for months to allow for flavor development. It is faintly tart… Read More
864,Brutal V2,https://untappd.com/MartoBrewing,Stout - American Imperial / Double,12% ABV,N/A IBU,(4.59),19 Ratings,Added 09/23/18,
865,Nature’s DIPA,https://untappd.com/MartoBrewing,IPA - Imperial / Double New England,8% ABV,61 IBU,(4.58),20 Ratings,Added 09/16/18,"Full of some of Nature’s best hops: Galaxy, Cashmere, Citra, Mosaic and El Dorado."
866,Martomic,https://untappd.com/MartoBrewing,IPA - American,6.25% ABV,N/A IBU,(3.71),14 Ratings,Added 08/21/15,"American IPA with an light easy drinking malt character that accompanies the extreme hops used in this brew. Expect ripe apricot, pink grapefruit, ripe… Read More"
867,SARGE,https://untappd.com/MartoBrewing,Stout - Imperial / Double,14% ABV,N/A IBU,(3.63),14 Ratings,Added 02/15/16,
868,Pale Ale With Mosaic And Amarillo,https://untappd.com/MartoBrewing,Pale Ale - American,N/A ABV,N/A IBU,(3.42),12 Ratings,Added 03/29/15,Made with a blend of Mosaic and Amarillo hops
869,Mosaic & Idaho 7 IPA,https://untappd.com/MartoBrewing,IPA - American,N/A ABV,N/A IBU,(3.71),14 Ratings,Added 04/28/17,Marto - Not yet named for sure... IPA with Idaho 7 & Mosaic IPA
870,MARTOberfest,https://untappd.com/MartoBrewing,Märzen,N/A ABV,N/A IBU,(4.2),10 Ratings,Added 09/22/18,
871,"Pale Ale With Simcoe, Centennial, & Citra",https://untappd.com/MartoBrewing,Pale Ale - American,N/A ABV,N/A IBU,(3.68),10 Ratings,Added 04/04/15,
872,Lavender Fields Forever,https://untappd.com/MartoBrewing,American Wild Ale,7% ABV,N/A IBU,(4.19),12 Ratings,Added 08/01/18,Black currant and lavender american wild ale with lavender from the Loess Hills Lavender Farm
873,Plush W/ Vanilla & Cocoa Nibs,https://untappd.com/MartoBrewing,Porter - Other,6.7% ABV,N/A IBU,(4.15),10 Ratings,Added 02/15/16,
874,Crikey Mate!,https://untappd.com/MartoBrewing,IPA - International,6% ABV,N/A IBU,(N/A),5 Ratings,Added 02/01/16,
875,5 O'clock Shadow,https://untappd.com/MartoBrewing,Porter - English,4.75% ABV,15 IBU,(N/A),6 Ratings,Added 04/30/16,"If you want to grow a ""Metal Beard"" you have to start somewhere! It all starts with a ""5 O'clock Shadow."" After completing a mash for our Imperial stout,… Read More"
876,Going Away IIPA,https://untappd.com/MartoBrewing,IPA - New England,8.7% ABV,64 IBU,(4.55),11 Ratings,Added 12/22/17,"A NEIPA loaded with Columbus, El Dorado, Azacca, and Mosaic hops."
877,Hopafeller Plaza,https://untappd.com/MartoBrewing,IPA - American,6.5% ABV,N/A IBU,(N/A),7 Ratings,Added 07/16/15,"An American IPA hopped with a blend of two ""new School"" hops leaving layers of mango, apricot, pear, pine, & white wine grapes on your joyous taste buds. Read More"
878,Sleuth,https://untappd.com/MartoBrewing,IPA - American,6.25% ABV,N/A IBU,(N/A),6 Ratings,Added 10/04/15,"This IPA is bursting with fresh hop aroma and flavor. The complimentary malt profile allows the hops to display notes of coriander, lemon, melon, kiwi,… Read More"
879,100% Brettanomyces Pale Ale,https://untappd.com/MartoBrewing,American Wild Ale,6% ABV,N/A IBU,(N/A),7 Ratings,Added 04/13/15,Pale ale fermented with 100% Brettanomyces and dry hopped with American hops
880,Wicked Twisted Road (Loess Hills Farmhouse Series),https://untappd.com/MartoBrewing,Sour - Ale,8% ABV,N/A IBU,(N/A),3 Ratings,Added 07/15/15,The name of this beer was inspired by the countless miles I have traveled on the gravel roads tucked away in the Loess Hills of Western Iowa. Whether… Read More
881,Hibiscus Saison,https://untappd.com/MartoBrewing,Saison / Farmhouse Ale,N/A ABV,N/A IBU,(N/A),5 Ratings,Added 07/18/15,A farmhouse ale fermented with a blend of yeasts then slammed with a healthy dose of red hibiscus flower. This refreshing farmhouse ale explodes on your… Read More
